date,location,state,airline,aircraft_brand,no_deaths,no_survivors,no_ground_casualties
17-04-1936,Orvin, Switzerland,Deutsche Lufthansa,Junkers,3,2,0
21-04-1936,Senlis, France,Sabena,Fokker,2,0,0
30-04-1936,Basel, Switzerland,Swissair,General,2,0,0
16-05-1936,Mount Waverley, Australia,Holymans Airways,De,2,0,0
09-06-1936,Malmo, Sweden,A B Aerotransport,Fokker,1,14,0
13-06-1936,Hannover, Germany,Deutsche Lufthansa,Junkers,1,5,0
16-06-1936,Mt. Lihesten, Norway,Den Norske Luftfartskole,Junkers,7,0,0
15-07-1936,Zagreb, Croatia,Aeroput,Spartan,7,0,0
28-07-1936,Kulyab, Tajikistan,Aeroflot,Tupolev,6,0,0
31-07-1936,Off Channel Islands, Jersey,Guernsey Airways,Saro,10,0,0
02-08-1936,Mazamet, France,Air France,Wibault,3,0,0
03-08-1936,Ciudad Serdan,Mexico,Mexicana,Lockheed,1,0,0
05-08-1936,St. Louis, Missouri,Chicago Southern Airlines,Lockheed,8,0,0
06-08-1936,Choco, Colombia,SCADTA,Junkers,2,1,0
12-08-1936,Altenkirchen, Germany,British Airways,De,2,0,0
22-08-1936,Mirabella, Greece,Imperial Airways,Short,2,9,0
05-09-1936,Near Pittsburgh, Pennsylvania,Pittsburgh Skyways Inc.,Stinson,10,1,0
24-09-1936,Benghazi, Libya,Ala Littoria SA,CRDA,9,1,0
25-09-1936,neznama,neznama,Imperial Airways,Boulton,2,0,0
28-09-1936,Walsenberg, Colorado,Varney Air Lines,Lockheed,3,0,0
29-09-1936,Napierville, Illinois,Blue Bird Air Service,Lockheed,4,0,0
06-10-1936,neznama,neznama,Mexicana,Lockheed,1,0,0
09-10-1936,neznama,neznama,North Sea Aerial and General Transport,Blackburn,1,0,0
01-11-1936,Near Tabarz, Germany,Deutsche Lufthansa,Junkers,11,4,0
17-11-1936,Nurnberg, Germany,Deutsche Lufthansa,Junkers,4,12,0
19-11-1936,London, England,British Airways,Fokker,2,2,0
04-12-1936,Near Grenoble, France,Deutsche Lufthansa,Junkers,6,0,0
06-12-1936,Near Moscow, Russia,Deruluft,Antonov,9,5,0
07-12-1936,Off Dakar, French West Africa,Air France,Latécoère,5,0,0
09-12-1936,Croydon, England,KLM Royal Dutch Airlines,Douglas,15,2,0
15-12-1936,Near Salt Lake City, Utah,Western Air Express,Boeing,7,0,0
18-12-1936,Kellogg, Idaho,Northwest Orient Airlines,Lockheed,2,0,0
19-12-1936,Near Milford, Pennsylvania,Eastern Air Lines,Douglas,0,11,0
23-12-1936,Near Dallas, Texas,Braniff Airways,Lockheed,6,0,0
26-12-1936,Nanking, China,China National Aviation Corporation,Douglas,0,0,0
27-12-1936,Newhall, California,United Air Lines,Boeing,12,0,0
11-01-1937,neznama,neznama,Mexicana,Lockheed,9,0,0
12-01-1937,Near Newhall, California,Western Air Express,Boeing,5,8,0
26-01-1937,Oran, Algeria,Sabena,Sabca,12,0,0
09-02-1937,Off San Francisco, California,United Air Lines,Douglas,11,0,0
19-02-1937,neznama,neznama,Airlines of Australia,Stinson,5,2,0
12-03-1937,Bathurst, Gambia,Deutsche Lufthansa,Heinkel,4,0,0
24-03-1937,Near Ouroux, France,Imperial Airways,Short,5,1,0
25-03-1937,Clifton, Pennsylvania,Trans Continental and Western Air,Douglas,13,0,0
26-03-1937,Wetnum, Germany,Deutsche Lufthansa,Junkers,0,6,0
06-05-1937,Lakehurst, New Jersey,Deutsche Zeppelin Reederei,Zeppelin,35,62,1
20-05-1937,Stuttgart, Germany,Deutsche Lufthansa,Heinkel,4,0,0
02-06-1937,neznama,neznama,Fuerzs Aerea De Chile,Sirkorsky,9,0,0
20-06-1937,neznama,neznama,ENTA,Travel,0,0,0
02-07-1937,Off Lae, New Guinea,Private - Purdue Reasearch Foundation,Lockheed,2,0,0
28-07-1937,Hal, Belgium,KLM Royal Dutch Airlines,Douglas,15,0,0
02-08-1937,Wadi Halfa, Sudan,Ala Littoria,Savoia-Marchetti,9,0,0
02-08-1937,Off Cristobal, Panama,Pan American Grace Airways,Sikorsky,14,0,0
06-08-1937, Bistrita, Romania,Aeroflot,Douglas,5,0,0
08-08-1937,neznama,neznama,China National Aviation Corporation,Sikorsky,3,8,0
10-08-1937,Daytona Beach, Florida,Eastern Air Lines,Douglas,4,5,0
23-08-1937,San Luis, Argentina,Pan American Grace Airways,Douglas,3,0,0
27-08-1937,Wau, Papua New Guinea,Guinea Airways,Stinson,1,0,1
01-10-1937,Phaleron Bay, Greece,Imperial Airways,Short,2,12,0
06-10-1937,Palembang, Netherlands Indies,KLM Royal Dutch Airlines,Douglas,4,7,0
17-10-1937,Haydens Peak, Wyoming,United Air Lines,Douglas,19,0,0
27-10-1937,neznama,neznama,Air France,Dewoitine,7,0,0
11-11-1937,Warsaw, Poland,Lot Polish Airlines,Lockheed,4,7,0
12-11-1937,Mannheim, Germany,Deutsche Lufthansa,Heinkel,10,2,0
12-11-1937,Warsaw, Poland,LOT,Lockhed,0,0,0
16-11-1937,Ostende, Belgium,Sabena,Junkers,11,0,0
26-11-1937,Croydon, United Kingdom,Deutsche Lufthansa,Junkers,3,0,0
04-12-1937,Munich, Germany,Ala Littoria,Junkers,4,13,0
05-12-1937,Brindisi Harbor, Italy,Imperial Airways,Short,2,17,0
05-12-1937, Brindisi, Italy,Imperial Airways,Short,2,6,0
08-12-1937,Saint Sauveur, France,Air France,Potez,2,5,0
24-12-1937,Kasperske Hory, Czechoslovakia,Air France,Wibault,3,0,0
04-01-1938,Frankfurt, Germany,Lufthansa,Junkers,6,0,0
10-01-1938,Bozeman, Montana,Northwest Orient Airlines,Lockheed,10,0,0
11-01-1938,Pago Pago, U.S. Samoa,Pan American World Airways,Sikorsky,7,0,0
12-01-1938,neznama,neznama,General Airways,Stinson,1,0,0
02-02-1938,Off San Clemente Island, California,Military - U.S. Navy / Military - U.S. Navy,Consolidated,11,3,0
05-02-1938,Kandalaksha, Russia,TsAGI,V6,13,6,0
09-02-1938,Guadalupe, Mexico,Mexicana,Lockheed,2,0,0
09-02-1938,Marseille, France,Air France,Lioré-et-Olivier,8,4,0
13-02-1938,neznama,neznama,Ala Littoria SA,Cant,14,0,0
22-02-1938,Pontoise, France,Deutsche Lufthansa,Junkers,3,0,0
01-03-1938,Near Wawona, Cailifornia,Trans Continental and Western Air,Douglas,9,0,0
07-03-1938,Datia, India,Air France,Potez,7,0,0
08-03-1938,Somerton, Australia,Australian National Airways,De,1,0,0
23-03-1938,Corsavy, France,Air France,Dewoitine,8,0,0
30-04-1938,Near Formia, Italy,Ala Littoria,Junkers,19,0,0
05-05-1938,Balbuena, Mexico,Lineas Aéreas Mineras,Lockheed,1,5,0
10-05-1938,Mangere, New Zealand,United Airways of New Zealand,Lockheed,2,0,0
16-05-1938,Near Saugus, California,Northwest Orient Airlines,Lockheed,9,0,0
22-05-1938,Sao Paulo, Brazil,Cruzeiro do Sul,Junkers,6,11,0
24-05-1938,Cleveland, Ohio,United Air Lines,Douglas,10,0,0
27-05-1938,neznama,neznama,Ginger Coote Airways,Fairchild,1,0,0
27-05-1938,Langeoog, Germany,Deutsche Lufthansa,Heinkel,3,0,0
08-06-1938,Near Singida, Tanzania,Wilson Airways,De,3,0,0
19-06-1938,Mount  Mercedario, Chile,Pan American Grace Airways,Douglas,4,0,0
08-07-1938,Billings, Montana,Northwest Orient Airlines,Lockheed,1,9,0
14-07-1938,Off Sardinia, Italy,Ala Littoria,Savoia,20,0,0
19-07-1938,neznama,neznama,Panagra,Douglas,0,0,0
22-07-1938,Stulpica, Romania,LOT Polish Airlines,Lockheed,14,0,0
27-07-1938,Kisumu, Kenya,Imperial Airways,Armstrong-Withworth,4,0,0
29-07-1938,neznama,neznama,Pan American World Airways,Martin,15,0,0
10-08-1938,Debrecen, Hungary,Magyar Legiforagalmi,Ford,12,0,0
10-08-1938,Shishijima, Japan,Dai Nippon,Douglas,6,0,0
12-08-1938,neznama,neznama,Mexicana,Lockheed,11,0,0
13-08-1938,Kiel, Germany,CSA Czech Airlines,Savoia-Marchetti,16,1,0
15-08-1938,Guanabara, Brazil,Syndicato Condor,Junkers,9,0,0
18-08-1938,Bucharest, Romania,LOT Polish Airlines,Lockheed,0,7,0
18-08-1938,Montnago, Italy,Macchi,Macchi,15,0,0
24-08-1938,Wangmoon, China,China National Aviation Corporation,Douglas,14,3,0
24-08-1938,Tokyo, Japan,Japan Air / Japan Flying School,Unknown,5,0,53
29-08-1938,Near Tucumcari, New Mexico,Transcontinental &Western Air,Ford,0,11,0
29-08-1938,Innisfail, Australia,North Queensland Airways,De,5,4,0
01-10-1938,Off Bathurst, Gambia,Deutsche Lufthansa,Dornier,4,0,0
01-10-1938,Grisons, Switzerland,Deutsche Lufthansa,Junkers,13,0,0
10-10-1938,Soest, Germany,Sabena,Savbia-Marchetti,20,0,0
25-10-1938,Mt. Dandenong, Australia,Australian National Airways,Douglas,18,0,0
02-11-1938,Somerset, England,British Airways,Lockheed,2,0,0
04-11-1938,Channel Islands, Jersey,Jersey Airways,de,14,0,1
14-11-1938,Schiphol, Amsterdam,KLM Royal Dutch Airlines,Douglas,6,13,0
18-11-1938,neznama,neznama,Trans Canada Air Lines,Lockheed,2,0,0
26-11-1938,Bathurst, Gambia,Deutsche Lufthansa,Junkers,12,3,0
27-11-1938,Bagdad, Iraq,Imperial Airways,Short,4,2,0
29-11-1938,Off Point Reyes, California,United Air Lines,Douglas,5,2,0
02-12-1938,Mexico City, Mexico,Mexicana,Lockheed,8,0,0
08-12-1938,Off Kuba Island, Okinawa,Japan Aviation Corporation,Nakajima,10,5,0
09-12-1938,Amsterdam, Netherlands,KLM Royal Dutch Airlines,Lockheed,4,0,0
12-12-1938,Darwin, Australia,Qantas,Short,13,0,0
07-01-1939,Paris, France,Swissair,Douglas,5,12,0
13-01-1939,Rio de Janeiro, Brazil,Syndicato Condor,Junkers,10,0,0
13-01-1939,Miles City, Montana,Northwest Orient Airlines,Lockheed,4,0,0
18-01-1939,Katherine, Australia,Guinea Airways,Lockheed,4,0,0
21-01-1939,neznama,neznama,Imperial Airways,Short,3,10,0
12-02-1939,Juneau, Alaska,Marine Airways,Fairchild,6,0,0
24-02-1939,Near Roubien, France,Deutsche Lufthansa,Junkers,10,0,0
14-03-1939,Haren, Belgium,Sabena,Junkers,3,0,0
16-03-1939,Manzanares, Colombia,Deutsche Lufthansa,Junkers,8,0,0
18-03-1939,Near Adler, Washington,Boeing Aircraft Company,Boeing,10,0,0
26-03-1939,Oklahoma City, Oklahoma,Braniff Airlines,Douglas,8,4,0
03-04-1939,Near Marrakech, Morocco,Air France,Caudron,9,0,0
01-05-1939,Lumbo, Mozambique,Imperial Airways,Short,2,2,0
02-05-1939,Near Marrakech, Morocco,Air France,Dewoitine,9,0,0
08-05-1939,Guayaquil, Ecuador,Military - Ecuadorian Air Force,Curtiss-Wright,1,0,22
06-06-1939,Schiphol, Amsterdam,KLM Royal Duch Airlines,Douglas,0,4,1
10-06-1939,Vlissingen, The Netherlands,KLM Royal Dutch Airlines,Koolhoven,3,0,0
20-06-1939,neznama,neznama,British American Air Services,de,3,0,0
20-07-1939,Konstanz, Switzerland,Swissair,Junkers,6,0,0
04-08-1939,Barcelona, Spain,Deutsche Lufthansa,Junkers,7,0,0
13-08-1939,Rio de Janerio, Brazil,Pan American World Airways,Sikorsky,14,2,0
15-08-1939,Off Copenhagen, Denmark,British Airways,Lockheed,5,1,0
28-08-1939,Lahore, India,Indian National Airways,De,2,0,0
30-08-1939,Hannover, Germany,Deutsche Lufthansa,Junkers,7,0,0
26-09-1939,neznama,neznama,KLM Royal Dutch Airlines,Douglas,1,19,0
10-10-1939, Calarmar, Colombia,Scarta,Junkers,5,0,0
20-11-1939,Gosport, England,British Airways,Airspeed,0,0,0
18-12-1939,neznama,neznama,Iberia Airlines,Junkers,9,0,0
21-12-1939,neznama,neznama,British Airways,Lockheed,5,3,0
24-12-1939,Mogador, Morocco,Linee Aeree Italiane,Savoia-Marchetti,7,0,0
22-01-1940,Denpasar, Indonesia,KNILM,Lockheed,8,1,0
10-02-1940,Near Cosenza, Italy,Ala Littoria SA,Savoia-Marchetti,10,0,0
27-02-1940,Near Bucaramanga, Columbia,SCADTA,Boeing,11,0,0
01-03-1940,neznama,neznama,Imperial Airways,Handley,8,0,0
16-03-1940,Stromboli Island, Italy,Ala Littoria,Savoia,14,0,0
22-04-1940,Near Loch Lomond, Scotland,British Overseas Airways,Lockheed,5,0,0
02-06-1940,El Segundo, California,Douglas Aircraft Company,Douglas,5,0,0
14-06-1940,neznama,neznama,Aero O-Y,Junkers,9,0,0
20-06-1940,Near Ouistreham, France,Air France,Dewoitine,1,0,0
07-07-1940,neznama,neznama,Air France,Dewoitine,4,0,0
09-08-1940,Hannover, Germany,Deutsche Lufthansa,Douglas,2,11,0
13-08-1940,Near Canberra, Australia,Military - Royal Australian Air Force,Lockheed,10,0,0
22-08-1940,neznama,neznama,Aeroput,Lockheed,11,0,0
23-08-1940,Cluj, Romania,LARES,Douglas,15,0,0
31-08-1940,Near Lovettsville, Virginia,Pennsylvania Central Airlines,Douglas,25,0,0
22-10-1940,Osijek, Croatia,Aeroput,Lockheed,7,5,0
29-10-1940,Near Changyi, China,China National Aviation Corporation,Douglas,9,5,0
29-10-1940,Berlin, Germany,Deutsche Lufthansa,Douglas,2,13,0
04-11-1940,Near Rincon, Bolivia,Lloyd Aero Boliviano SA,Junkers,17,0,0
04-11-1940,Near Centerville, Utah,United Air Lines,Douglas,10,0,0
08-11-1940,Rio de Janeiro, Brazil,VASP,Junkers,18,0,0
08-11-1940,Brandenburg, Germany,Deutsche Lufthansa,Junkers,29,0,0
27-11-1940,neznama,neznama,Air France,Farman,6,0,0
04-12-1940,Chicago, Illinois,United Air Lines,Douglas,10,6,0
24-12-1940,Capri Island, Italy,Ala Littolia,Savoia-Marchetti,7,0,0
10-01-1941,neznama,neznama,LATI,Savoia-Marchetti,16,0,0
15-01-1941,Off  Fernando de Noronha, Brazil,LATI,Savoia-Marchetti,10,0,0
17-01-1941,Near Nagyvarad, Hungary,Malert Airlines,Junkers,12,4,0
20-01-1941,Near Kian, China,China National Aviation Corporation,Ford,5,1,0
23-01-1941,Near Robertson, Missouri,Trans Continental and Western Air,Douglas,2,11,0
06-02-1941,neznama,neznama,Trans Canada Air Lines,Lockheed,12,0,0
26-02-1941,Atlanta, Georgia,Eastern Air Lines,Douglas,9,7,0
01-03-1941,Trontheim, Norway,Deutsche Lufthansa,Junkers,3,9,0
28-03-1941,Elands Bay, South Africa,South African Airways,Lockheed,10,0,0
03-06-1941,neznama,neznama,Great Western and Southern Air Lines,de,6,0,0
18-06-1941,Bucharest, Romania,LARES,Douglas,0,18,0
21-06-1941,neznama,neznama,Manchurian Air Lines,Mitsubishi,18,0,0
30-07-1941,Rome, Italy,Ala Littoria,Macchi,5,20,0
10-08-1941,Arran, Scotland,Military -Royal Air Force,Consolidated,22,0,0
14-08-1941,Ayr, Scotland,Military - Royal Air Force,Consolidated,22,0,0
18-08-1941,Near Sao Paulo, Brazil,Panair do Brasil,Lockheed,8,6,0
27-08-1941,Coen, Australila,Airlines of Australia,de,3,0,0
01-09-1941,neznama,neznama,British Overseas Airways,Consolidated,10,0,0
01-09-1941,Bollemont, France,Air France,Bloch,15,2,0
03-10-1941,San Juan, Puerto Rico,Pan American World Airways,Sikorsky,2,13,0
28-10-1941,Near Petrich, bulgaria,Deutsche Lufthansa,Junkers,13,0,0
30-10-1941,Near Moorhead, Minnesota,Northwest Orient Airlines,Douglas,14,1,0
30-10-1941,neznama,neznama,American Airlines,Douglas,20,0,0
29-11-1941, Chardzhou, Turkmenistan,Aeroflot,,7,29,0
11-12-1941,Miami, Florida,Pan American Airways,?NC21V,3,0,0
26-12-1941, Baiserke, Kazakhstan,Aeroflot,,26,8,0
29-12-1941,Sabang, Indonesia,BOAC,Short,4,0,0
16-01-1942,Near Las Vegas, Nevada,Trans Continental and Western Air,Douglas,22,0,0
20-01-1942, Kupang, Indonesia,Military - Royal Australian Air Force,Lockheed,11,0,0
26-01-1942,Kupang, Timor,KNILM,Grumman,5,0,0
30-01-1942,Near Kupang, Timor,Qantas,Short,13,5,0
15-02-1942,neznama,neznama,British Overseas Airways,Consolidated,9,0,0
19-02-1942, Zhengzhou-Xinzheng, China,China National Aviation Corporation,Douglas,0,0,0
20-02-1942,neznama,neznama,Qantas,deHavilland,9,0,0
28-02-1942,neznama,neznama,British Overseas Airways,Short,20,0,0
03-03-1942,Wyndham, Australia,KNILM,Douglas,8,4,0
03-03-1942,Off Broome, Australia,Military - U.S. Army Air Force,Consolidated,20,1,0
14-03-1942,Kunming, China,China National Aviation Corporation,Douglas,13,4,0
21-04-1942,Pine Creek, Australia,Guinea Airways Limited,Lockheed,12,0,0
01-05-1942,Salt Lake City, Utah,United Air Lines,Douglas,17,0,0
12-05-1942,Miles City, Montana,Northwest Orient Airlines,Douglas,3,11,0
19-05-1942,Near Rome, Italy,LATI,Savoia-Marchetti,20,0,0
01-07-1942,Near Premier, West Virginia,Military - U.S. Army Air Forces,Douglas,21,0,0
07-07-1942,Off Broken Head, Australia,Military - Royal Australian Air Force,Lockheed,10,0,0
20-07-1942,Llanfair, England,Military - Royal Air Force,Lockheed,13,0,0
13-08-1942,Algiers, Algeria,Air France,Liore,4,6,0
21-08-1942,neznama,neznama,Deutsche Lufthansa,Siebel,4,0,0
22-08-1942,neznama,neznama,KLM Royal Dutch Airlines,Lockheed,13,0,0
23-08-1942,Near Dunbeath, Scotland,Military - Royal Air Force,Short,14,1,0
24-09-1942,neznama,neznama,British Overseas Airways,Short,19,0,0
27-09-1942,Ameur el Ain, Algeria,Air France,Dewoitine,25,0,0
28-09-1942,Near Sao Paulo, Brazil,Panair do Brasil SA,Lockheed,15,0,0
01-10-1942,Kunming, China,China National Aviation Corporation,Douglas,0,0,0
01-10-1942,Near Coamo, Puerto Rico,Military - U.S. Army Air Forces,Douglas,22,0,0
03-10-1942,Botwood, Newfoundland,American Export Airlines,Sirkorsky,11,26,0
22-10-1942, Yanaul, Russia,Aeroflot,GVF,10,2,0
22-10-1942,Budapest, Romania,Deutsche Lufthansa,Junkers,17,0,0
23-10-1942,Palm Springs, California,American Airlines / Military - USAF,Douglas,12,1,0
24-10-1942, La Esperanza, Colombia,Avianca,Boeing,6,0,0
30-10-1942,neznama,neznama,Military - Royal Air Force,Handley,10,0,0
17-11-1942,Near Kranoyarsk, Russia,Kranoyarskie Vozhjushnye Trassy,Grazhdansky,20,0,0
12-12-1942,Near Tashkent, Russia,Aeroflot,Tupolev,36,0,0
15-12-1942,Fairfield, Utah,Western Airlines,Douglas,17,2,0
19-12-1942,Near Vienna, Austria,DDL,Junkers,2,14,0
20-12-1942,neznama,neznama,Canadian Pacific Air Lines,Lockheed,13,0,0
09-01-1943,neznama,neznama,British Overseas Airways,Short,13,2,0
15-01-1943,Near Paramarino, Dutch Guyana,Military - U.S. Army Air Forces,Douglas,35,0,0
18-01-1943,Off the Brazilian coast,  Atlantic Ocean,Military - U.S. Army Air Forces,Consolidated,26,0,0
21-01-1943,Ukiah, California,Pan American World Airways,Martin,19,0,0
22-01-1943,Near Chaparra, Peru,Pan American Grace Airlines,Douglas,14,1,0
09-02-1943,Near Gander, Newfoundland,British Overseas Airways,Consolidated,19,2,0
18-02-1943,Seattle, Washington,Private - Boeing Aircraft Company,Boeing,10,0,20
22-02-1943,Lisbon, Portugal,Pan American World Airways,Boeing,25,14,0
11-03-1943,Luishui, China,China National Aviation Corporation,Douglas,3,0,0
13-03-1943,Himalaya, China,China National Aviation Corporation,Douglas,3,0,0
27-03-1943,neznama,neznama,Military - Royal Australian Air Force,Douglas,24,0,0
04-04-1943,neznama,neznama,British Overseas Airways,Lockheed,7,0,0
22-04-1943,Off Port Moresby, New Guinea,Qantas,Short,13,18,0
01-06-1943,neznama,neznama,British Overseas Airways,Douglas,17,0,0
07-06-1943,Red Springs, North Carolina,Military - U.S. Army Air Forces,Douglas,20,0,0
08-06-1943, Noumea,  New Caledonia,Military - US Navy,Douglas,23,0,0
14-06-1943,neznama,neznama,Military - U.S. Army Air Forces,B-17C,40,1,0
16-06-1943,Khartoum, Sudan,British Overseas Airways,Lockheed,17,0,0
30-06-1943,Khartoum, Sudan,British Overseas Airways,Lockheed,16,0,0
04-07-1943,neznama,neznama,?,Consolidated,12,1,0
28-07-1943,Brandon Head, Ireland,British Overseas Airways,Short,10,15,0
28-07-1943,Trammel, Kentucky,American Airlines,Douglas,20,2,0
01-08-1943,Ploesti, Romania,Military - U.S. Army Air Forces,Consolidated,10,0,63
07-08-1943,Off Townsville, Australia,Military - U.S. Air Force,Douglas,27,0,0
11-08-1943,Fort Hertz, China,China National Aviation Corporation,Douglas,3,0,0
14-08-1943,Rhodes, Greece,LATI,Savoia-Marchetti,17,0,0
27-08-1943,Rio de Janeiro, Brazil,VASP,Junkers,18,3,0
27-08-1943,neznama,neznama,AB Aerotransport,Douglas,7,0,0
10-09-1943,Off Galveston, Texas,Military - U.S. Army Air Forces,Boeing,22,0,0
20-09-1943,Near Maxton, North Carolina,Military - U.S. Army Air Forces,Douglas,25,0,0
22-09-1943,Near Calcutta, India,Military - U.S. Army Air Forces,Douglas,20,0,0
15-10-1943,Near Centerville, Tennessee,American Airlines,Douglas,15,0,0
19-10-1943,neznama,neznama,Military - Royal Canadian Air Force,Consolidated,24,0,0
22-10-1943,Hallo, Sweden,AB Aerotransport,Douglas,13,2,0
22-10-1943,Columbus, Georgia,Military - U.S. Army Air Forces,Douglas,20,0,0
05-11-1943,neznama,neznama,British Overseas Airways,Short,19,0,0
08-11-1943,Poona, India,Military - Indian Air Force,??,1,0,37
19-11-1943,Kunming, China,China National Aviation Corporation,Douglas,2,1,0
19-11-1943,Kunming, China,China National Aviation Corporation,Douglas,3,0,0
26-11-1943,Port Moresby, New Guinea,Qantas,Lockheed,15,0,0
17-12-1943,Off Montrose, Scotland,British Overseas Airways,Lockheed,10,0,0
18-12-1943,Suifu, China,China National Aviation Corporation,Douglas,3,0,0
19-12-1943,Canal Creek, Australia,Military - U.S. Air Force,Douglas,31,0,0
29-12-1943,Lakeside, Utah,Military - U.S. Army Air Forces / Military - U.S. Army Air Forces,Consolidated,25,0,0
15-01-1944,Belgrad, Yugoslavia,Deutsche Lufthansa,Junkers,5,0,0
10-02-1944,Memphis, Tennessee,American Airlines,Douglas,24,0,0
10-02-1944,Near Quelimane, Mozambique,DETA,Lockheed,14,0,0
20-02-1944,neznama,neznama,China National Aviation Corporation,Douglas,2,0,0
21-02-1944,Eubeoa, Greece,Deutsche Lufthansa,Junkers,16,0,0
22-03-1944,neznama,neznama,Military - U.S. Army,Consolidated,0,0,0
06-04-1944,Near Nome, Alaska,Pan American World Airways,Pilgrim,6,0,0
17-04-1944,Belgrad, Yugoslavia,Deutsche Lufthansa,Junkers,5,2,0
21-04-1944,Frederikstad, Norway,Deutsche Lufthansa,Douglas,9,11,0
25-04-1944,Montreal, Canada,Military - Royal Air Force,Consolidated,16,0,0
26-05-1944,Between Calcutta to Dinjan, China,China National Aviation Corporation,Douglas,12,0,0
27-05-1944,Off Calcutta, India,China National Aviation Corporation,Douglas,14,0,0
06-06-1944,Barneville, France,Military - U.S. Army Air Forces,Douglas,22,0,0
06-06-1944,Flamanville, France,Military - U.S. Army Air Forces,Douglas,22,0,0
06-06-1944,Carentan, France,Military - U.S. Army Air Forces,Douglas,22,0,0
08-06-1944,Kunming, China,China National Aviation Corporation,Douglas,6,0,0
18-06-1944,Kweilin, China,China National Aviation Corporation,Douglas,2,2,0
20-06-1944,Porto Alegre, Brazil,Varig,Lockheed,10,0,0
11-07-1944,Portland, Maine,Military - U.S. Army,Douglas,2,0,19
23-07-1944,Nineteen miles W of Kokoda, Papua New Guinea,Military - US Navy,R4D-539090,17,0,0
26-07-1944,neznama,neznama,Military - U.S. Army Air Forces,Douglas,26,0,0
27-07-1944,Port Logan, Scotland,Military - U.S. Army Air Forces,Douglas,22,0,0
31-07-1944,neznama,neznama,Pan American Airways,Consolidated,22,2,0
03-08-1944,Naper, Nebraska,Military - U.S. Army Air Forces,Douglas,28,0,0
08-08-1944,Off Antilla, Cuba,Pan American World Airways,Sikorsky,17,14,0
12-08-1944,Blythburgh, England,Military - U.S. Navy,Consolidated,2,0,0
23-08-1944,Freckelton, England,Military - U.S. Air Force,Consolidated,3,0,58
28-08-1944,Preswick, Scotland,Military - U.S. Army Air Forces,Douglas,20,0,5
29-08-1944,neznama,neznama,British Overseas Airways,Lockheed,11,4,0
30-08-1944,Sao Paulo, Brazil,Panair do Brasil,Lockheed,18,0,0
02-09-1944,Belgrad, Yugoslavia,Deutsche Lufthansa,Junkers,5,0,0
07-09-1944,neznama,neznama,Military - Royal Netherlands East Indies Air Force,C-47,20,0,0
17-09-1944,Copeland, Kansas,Military - U.S. Army,Consolidated,13,0,2
18-09-1944,neznama,neznama,U. S. Air Force,Douglas,19,0,0
21-09-1944,Rio Doce, Brazil,Panair do Brasil,Lockheed,17,0,0
27-09-1944,Near Dijon, France,Deutsche Lufthansa,Focke-Wulf,9,0,0
07-10-1944,Near Sadiya, India,China National Aviation Corporation,Douglas,3,0,0
10-10-1944,neznama,neznama,Deutsche Lufthansa,Junkers,7,0,0
